,STATE/UT,DISTRICT,Year,Murder,Assault on women,Kidnapping and Abduction,Dacoity,Robbery,Arson,Hurt,Prevention of atrocities (POA) Act,Protection of Civil Rights (PCR) Act,Other Crimes Against SCs,Violent Crimes,Property Crimes,Total Crimes
8049,Jammu & kashmir,ANANTNAG,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8050,Jammu & kashmir,AWANTIPORA,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8051,Jammu & kashmir,BANDIPORA,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8052,Jammu & kashmir,BARAMULLA,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8053,Jammu & kashmir,BUDGAM,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8054,Jammu & kashmir,CRIME JAMMU,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8055,Jammu & kashmir,CRIME SRINAGAR,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8056,Jammu & kashmir,DODA,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8057,Jammu & kashmir,GANDERBAL,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8058,Jammu & kashmir,HANDWARA,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8059,Jammu & kashmir,JAMMU,2012,0,0,0,0,0,0,0,0,1,0,0,0,1
8060,Jammu & kashmir,KARGIL,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8061,Jammu & kashmir,KATHUA,2012,0,0,0,0,0,0,0,0,0,1,0,0,1
8062,Jammu & kashmir,KISHTWAR,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8063,Jammu & kashmir,KULGAM,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8064,Jammu & kashmir,KUPWARA,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8065,Jammu & kashmir,LEH,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8066,Jammu & kashmir,POONCH,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8067,Jammu & kashmir,PULWAMA,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8068,Jammu & kashmir,RAILWAYS JAMMU,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8069,Jammu & kashmir,RAILWAYS KASHMIR,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8070,Jammu & kashmir,RAILWAYS KATRA,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8071,Jammu & kashmir,RAJOURI,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8072,Jammu & kashmir,RAMBAN,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8073,Jammu & kashmir,REASI,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8074,Jammu & kashmir,SAMBA,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8075,Jammu & kashmir,SHOPIAN,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8076,Jammu & kashmir,SOPORE,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8077,Jammu & kashmir,SRINAGAR,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8078,Jammu & kashmir,UDHAMPUR,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8079,Jharkhand,BOKARO,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8080,Jharkhand,CHAIBASA,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8081,Jharkhand,CHATRA,2012,0,0,0,0,0,0,0,6,0,0,0,0,6
8082,Jharkhand,DEOGHAR,2012,0,0,0,0,0,0,12,26,0,9,12,0,47
8083,Jharkhand,DHANBAD,2012,0,0,0,0,0,1,8,54,0,45,8,1,108
8084,Jharkhand,DHANBAD RLY.,2012,0,0,0,0,0,0,0,2,0,1,0,0,3
8085,Jharkhand,DUMKA,2012,0,0,0,0,0,0,0,1,0,1,0,0,2
8086,Jharkhand,GARHWA,2012,1,3,0,0,0,0,45,29,0,54,49,0,132
8087,Jharkhand,GIRIDIH,2012,0,0,0,0,0,0,0,26,0,0,0,0,26
8088,Jharkhand,GODDA,2012,0,0,0,0,0,0,0,4,0,0,0,0,4
8089,Jharkhand,GUMLA,2012,0,0,1,0,0,0,1,5,0,0,2,0,7
8090,Jharkhand,HAZARIBAGH,2012,0,4,0,0,0,0,8,27,0,17,12,0,56
8091,Jharkhand,JAMSHEDPUR,2012,0,0,0,0,0,0,11,23,0,5,11,0,39
8092,Jharkhand,JAMSHEDPUR RLY.,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8093,Jharkhand,JAMTARA,2012,0,0,1,0,0,0,2,13,0,4,3,0,20
8094,Jharkhand,KHUNTI,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8095,Jharkhand,KODERMA,2012,0,0,0,0,0,0,27,62,0,35,27,0,124
8096,Jharkhand,LATEHAR,2012,0,0,0,0,0,0,0,5,0,0,0,0,5
8097,Jharkhand,LOHARDAGGA,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8098,Jharkhand,PAKUR,2012,0,0,0,0,0,0,0,3,0,0,0,0,3
8099,Jharkhand,PALAMU,2012,0,0,0,0,0,0,40,40,0,0,40,0,80
8100,Jharkhand,RAMGARH,2012,0,1,0,0,0,0,5,5,0,2,6,0,13
8101,Jharkhand,RANCHI,2012,0,0,0,0,0,0,4,1,0,0,4,0,5
8102,Jharkhand,SAHEBGANJ,2012,0,0,0,0,0,0,7,0,0,1,7,0,8
8103,Jharkhand,SARAIKELA,2012,0,0,0,0,0,0,0,2,0,2,0,0,4
8104,Jharkhand,SIMDEGA,2012,0,0,0,0,0,0,1,2,0,1,1,0,4
8105,Karnataka,BAGALKOT,2012,1,4,1,0,0,0,1,34,0,32,7,0,73
8106,Karnataka,BANGALORE COMMR.,2012,5,2,0,0,0,0,13,130,0,8,20,0,158
8107,Karnataka,BANGALORE RURAL,2012,0,0,0,0,0,0,0,71,0,71,0,0,142
8108,Karnataka,BELGAUM,2012,3,1,0,0,0,0,0,64,0,0,4,0,68
8109,Karnataka,BELLARY,2012,0,0,0,0,0,0,0,30,1,0,0,0,31
8110,Karnataka,BIDAR,2012,1,0,1,0,0,0,0,20,0,0,2,0,22
8111,Karnataka,BIJAPUR,2012,2,1,0,0,0,0,23,43,0,20,26,0,89
8112,Karnataka,CBPURA,2012,0,0,0,0,0,0,0,63,0,63,0,0,126
8113,Karnataka,CHAMARAJNAGAR,2012,0,0,0,0,0,0,0,27,0,27,0,0,54
8114,Karnataka,CHICKMAGALUR,2012,1,3,0,0,0,0,6,42,0,36,10,0,88
8115,Karnataka,CHITRADURGA,2012,1,2,0,0,0,1,21,38,5,7,24,1,75
8116,Karnataka,DAKSHIN KANNADA,2012,0,0,0,0,0,0,0,19,0,0,0,0,19
8117,Karnataka,DAVANAGERE,2012,0,0,0,0,0,0,9,30,0,20,9,0,59
8118,Karnataka,DHARWAD COMMR.,2012,0,0,0,0,0,0,0,7,0,7,0,0,14
8119,Karnataka,DHARWAD RURAL,2012,1,0,0,0,0,0,0,17,0,16,1,0,34
8120,Karnataka,GADAG,2012,0,0,0,0,0,0,0,11,0,10,0,0,21
8121,Karnataka,GULBARGA,2012,0,0,0,0,0,0,0,80,0,80,0,0,160
8122,Karnataka,HASSAN,2012,0,0,0,0,0,0,0,59,0,59,0,0,118
8123,Karnataka,HAVERI,2012,0,0,0,0,0,0,0,13,0,13,0,0,26
8124,Karnataka,K.G.F.,2012,3,1,1,0,0,0,35,9,0,0,40,0,49
8125,Karnataka,KODAGU,2012,1,2,0,0,0,0,1,1,0,0,4,0,5
8126,Karnataka,KOLAR,2012,3,6,0,0,0,0,0,72,0,75,9,0,156
8127,Karnataka,KOPPAL,2012,0,0,0,0,0,0,0,23,0,0,0,0,23
8128,Karnataka,MANDYA,2012,1,2,1,0,0,0,0,66,0,66,4,0,136
8129,Karnataka,MANGALORE CITY,2012,1,3,0,0,0,0,4,24,0,15,8,0,47
8130,Karnataka,MYSORE COMMR.,2012,0,0,0,0,0,0,0,6,0,0,0,0,6
8131,Karnataka,MYSORE RURAL,2012,0,9,0,0,0,0,0,83,0,83,9,0,175
8132,Karnataka,RAICHUR,2012,1,2,0,0,0,0,0,62,5,72,3,0,142
8133,Karnataka,RAILWAYS,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8134,Karnataka,RAMANAGAR,2012,0,0,0,0,0,0,0,55,0,55,0,0,110
8135,Karnataka,SHIMOGA,2012,2,1,0,0,0,0,4,24,0,41,7,0,72
8136,Karnataka,TUMKUR,2012,7,4,1,0,1,0,44,21,0,59,56,1,137
8137,Karnataka,UDUPI,2012,0,0,0,0,0,0,0,31,0,31,0,0,62
8138,Karnataka,UTTAR KANNADA,2012,0,0,0,0,0,0,0,17,0,17,0,0,34
8139,Karnataka,YADGIRI,2012,2,0,0,0,0,0,0,42,0,30,2,0,74
8140,Kerala,ALAPUZHA,2012,0,6,1,0,0,0,26,7,0,19,33,0,59
8141,Kerala,ERNAKULAM COMMR.,2012,0,4,0,0,0,1,2,4,0,23,6,1,34
8142,Kerala,ERNAKULAM RURAL,2012,0,4,0,0,0,0,1,5,0,44,5,0,54
8143,Kerala,IDUKKI,2012,0,3,0,0,0,0,13,1,0,11,16,0,28
8144,Kerala,KANNUR,2012,0,6,0,0,0,1,22,2,0,22,28,1,53
8145,Kerala,KASARGOD,2012,0,0,0,0,0,0,8,1,0,23,8,0,32
8146,Kerala,KOLLAM COMMR.,2012,0,5,1,0,0,0,21,7,0,5,27,0,39
8147,Kerala,KOLLAM RURAL,2012,0,7,0,0,0,0,39,3,0,17,46,0,66
8148,Kerala,KOTTAYAM,2012,0,4,0,0,0,0,14,6,0,20,18,0,44
8149,Kerala,KOZHIKODE COMMR.,2012,0,2,0,0,0,0,10,1,0,11,12,0,24
8150,Kerala,KOZHIKODE RURAL,2012,0,6,0,0,0,1,23,4,0,17,29,1,51
8151,Kerala,MALAPPURAM,2012,0,10,0,0,0,0,31,3,0,22,41,0,66
8152,Kerala,PALAKKAD,2012,1,10,0,0,0,0,14,4,0,24,25,0,53
8153,Kerala,PATHANAMTHITTA,2012,0,9,0,0,0,0,5,3,0,18,14,0,35
8154,Kerala,RAILWAYS,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8155,Kerala,THRISSUR COMMR.,2012,0,1,0,0,0,0,0,1,0,13,1,0,15
8156,Kerala,THRISSUR RURAL,2012,0,5,0,0,0,0,10,4,0,18,15,0,37
8157,Kerala,TRIVANDRUM COMMR.,2012,0,3,0,0,0,0,5,3,0,16,8,0,27
8158,Kerala,TRIVANDRUM RURAL,2012,0,9,0,0,0,2,43,8,0,22,52,2,84
8159,Kerala,WAYANADU,2012,0,5,0,0,0,0,1,0,0,3,6,0,9
8160,Madhya pradesh,ALIRAJPUR,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8161,Madhya pradesh,ANUPPUR,2012,0,3,1,0,0,1,1,0,0,13,5,1,19
8162,Madhya pradesh,ASHOK NAGAR,2012,5,5,2,1,0,0,3,0,0,41,15,1,57
8163,Madhya pradesh,BALAGHAT,2012,0,3,3,0,0,0,8,0,0,11,14,0,25
8164,Madhya pradesh,BARWANI,2012,0,4,0,0,0,0,3,0,0,5,7,0,12
8165,Madhya pradesh,BETUL,2012,3,11,0,0,0,0,18,0,0,21,32,0,53
8166,Madhya pradesh,BHIND,2012,0,7,0,0,0,0,2,0,0,4,9,0,13
8167,Madhya pradesh,BHOPAL,2012,2,14,4,0,0,0,4,0,0,62,24,0,86
8168,Madhya pradesh,BHOPAL RLY.,2012,0,1,0,0,0,0,0,0,0,1,1,0,2
8169,Madhya pradesh,BURHANPUR,2012,1,2,0,0,0,0,10,0,0,3,13,0,16
8170,Madhya pradesh,CHHATARPUR,2012,3,10,5,0,0,2,64,0,0,32,82,2,116
8171,Madhya pradesh,CHHINDWARA,2012,2,15,1,0,0,0,3,0,0,28,21,0,49
8172,Madhya pradesh,DAMOH,2012,3,7,2,0,0,0,40,0,0,11,52,0,63
8173,Madhya pradesh,DATIYA,2012,6,4,0,0,0,0,3,0,0,68,13,0,81
8174,Madhya pradesh,DEWAS,2012,5,3,3,0,0,1,2,0,0,61,13,1,75
8175,Madhya pradesh,DHAR,2012,1,0,1,0,0,0,5,0,0,2,7,0,9
8176,Madhya pradesh,DINDORI,2012,0,0,1,0,0,0,1,0,0,1,2,0,3
8177,Madhya pradesh,GUNA,2012,1,5,3,0,0,2,18,0,0,50,27,2,79
8178,Madhya pradesh,GWALIOR,2012,10,12,2,0,0,2,67,1,0,40,91,2,134
8179,Madhya pradesh,HARDA,2012,0,1,1,1,0,0,15,0,0,6,17,1,24
8180,Madhya pradesh,HOSHANGABAD,2012,2,9,0,0,0,0,45,0,0,23,56,0,79
8181,Madhya pradesh,INDORE,2012,4,15,4,0,0,0,2,0,0,57,25,0,82
8182,Madhya pradesh,INDORE RLY.,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8183,Madhya pradesh,JABALPUR,2012,3,15,2,0,0,1,24,0,0,18,44,1,63
8184,Madhya pradesh,JABALPUR RLY.,2012,0,1,0,0,0,0,0,0,0,0,1,0,1
8185,Madhya pradesh,JHABUA,2012,1,1,1,0,0,0,1,0,0,1,4,0,5
8186,Madhya pradesh,KATNI,2012,1,6,0,0,0,0,11,0,0,14,18,0,32
8187,Madhya pradesh,KHANDWA,2012,1,4,1,0,0,0,0,0,0,23,6,0,29
8188,Madhya pradesh,KHARGON,2012,0,2,1,0,0,0,20,0,0,3,23,0,26
8189,Madhya pradesh,MANDLA,2012,0,1,0,0,0,0,2,0,0,1,3,0,4
8190,Madhya pradesh,MANDSAUR,2012,1,7,2,0,0,1,26,0,0,26,36,1,63
8191,Madhya pradesh,MORENA,2012,1,7,1,0,1,3,13,0,0,167,22,4,193
8192,Madhya pradesh,NARSINGHPUR,2012,1,15,2,0,0,0,33,0,0,32,51,0,83
8193,Madhya pradesh,NEEMUCH,2012,0,1,0,0,0,1,0,0,0,37,1,1,39
8194,Madhya pradesh,PANNA,2012,1,5,0,0,0,0,1,0,0,24,7,0,31
8195,Madhya pradesh,RAISEN,2012,0,21,1,0,0,2,62,0,0,26,84,2,112
8196,Madhya pradesh,RAJGARH,2012,4,14,2,0,0,1,59,0,0,39,79,1,119
8197,Madhya pradesh,RATLAM,2012,2,3,3,0,0,0,0,0,0,25,8,0,33
8198,Madhya pradesh,REWA,2012,3,12,2,0,0,0,16,0,0,25,33,0,58
8199,Madhya pradesh,SAGAR,2012,2,9,3,0,0,1,16,0,0,186,30,1,217
8200,Madhya pradesh,SATNA,2012,5,13,0,0,0,1,3,0,0,20,21,1,42
8201,Madhya pradesh,SEONI,2012,0,3,0,0,0,0,7,0,0,10,10,0,20
8202,Madhya pradesh,SHAHDOL,2012,2,1,1,0,0,0,0,0,0,5,4,0,9
8203,Madhya pradesh,SHAJAPUR,2012,1,11,1,0,0,0,13,0,0,46,26,0,72
8204,Madhya pradesh,SHEOPUR,2012,1,4,0,0,0,0,0,0,0,35,5,0,40
8205,Madhya pradesh,SHIVPURI,2012,2,21,0,0,0,3,8,0,0,34,31,3,68
8206,Madhya pradesh,SIDHI,2012,0,5,2,0,0,1,0,0,0,15,7,1,23
8207,Madhya pradesh,SIHORE,2012,0,16,1,0,0,0,43,0,0,20,60,0,80
8208,Madhya pradesh,SINGRAULI,2012,2,2,1,0,0,0,0,0,0,11,5,0,16
8209,Madhya pradesh,TIKAMGARH,2012,1,12,0,0,0,0,6,0,0,22,19,0,41
8210,Madhya pradesh,UJJAIN,2012,1,7,4,0,0,0,0,0,0,118,12,0,130
8211,Madhya pradesh,UMARIYA,2012,0,0,0,0,0,0,2,0,0,4,2,0,6
8212,Madhya pradesh,VIDISHA,2012,4,17,0,0,0,4,24,0,0,94,45,4,143
8213,Maharashtra,AHMEDNAGAR,2012,1,5,1,0,1,1,3,0,0,17,10,2,29
8214,Maharashtra,AKOLA,2012,0,1,0,0,0,0,1,5,0,9,2,0,16
8215,Maharashtra,AMRAVATI COMMR.,2012,0,1,0,0,0,0,0,4,0,2,1,0,7
8216,Maharashtra,AMRAVATI RURAL,2012,0,2,0,1,1,0,1,8,0,7,3,2,20
8217,Maharashtra,AURANGABAD COMMR.,2012,0,1,0,1,0,0,1,2,0,8,2,1,13
8218,Maharashtra,AURANGABAD RURAL,2012,3,0,0,0,0,1,3,11,0,25,6,1,43
8219,Maharashtra,BEED,2012,4,4,2,0,1,1,7,1,0,35,17,2,55
8220,Maharashtra,BHANDARA,2012,2,3,1,0,0,0,1,1,0,5,7,0,13
8221,Maharashtra,BULDHANA,2012,2,3,1,0,0,2,2,2,0,21,8,2,33
8222,Maharashtra,CHANDRAPUR,2012,0,2,1,0,1,0,0,0,0,11,3,1,15
8223,Maharashtra,DHULE,2012,1,0,0,2,1,0,0,5,0,14,1,3,23
8224,Maharashtra,GADCHIROLI,2012,1,1,1,0,0,0,0,1,0,8,3,0,12
8225,Maharashtra,GONDIA,2012,1,4,0,0,0,0,0,6,1,15,5,0,27
8226,Maharashtra,HINGOLI,2012,1,0,0,0,1,0,7,0,0,18,8,1,27
8227,Maharashtra,JALGAON,2012,1,3,0,2,0,0,6,12,0,20,10,2,44
8228,Maharashtra,JALNA,2012,4,1,0,0,0,0,4,13,0,17,9,0,39
8229,Maharashtra,KOLHAPUR,2012,1,2,0,1,0,0,4,7,3,19,7,1,37
8230,Maharashtra,LATUR,2012,2,1,6,1,0,0,1,10,0,27,10,1,48
8231,Maharashtra,MUMBAI COMMR.,2012,0,0,0,0,0,0,7,7,1,13,7,0,28
8232,Maharashtra,MUMBAI RLY.,2012,0,0,0,0,0,0,0,1,0,0,0,0,1
8233,Maharashtra,NAGPUR COMMR.,2012,0,7,0,0,0,0,0,4,0,4,7,0,15
8234,Maharashtra,NAGPUR RLY.,2012,0,1,0,0,0,0,0,1,0,0,1,0,2
8235,Maharashtra,NAGPUR RURAL,2012,0,2,1,0,0,0,0,1,0,6,3,0,10
8236,Maharashtra,NANDED,2012,4,6,0,0,1,0,6,10,0,13,16,1,40
8237,Maharashtra,NANDURBAR,2012,0,0,0,0,0,0,0,9,0,5,0,0,14
8238,Maharashtra,NASIK COMMR.,2012,0,1,0,0,0,0,0,1,0,2,1,0,4
8239,Maharashtra,NASIK RURAL,2012,1,1,1,0,0,1,1,7,0,21,4,1,33
8240,Maharashtra,NAVI MUMBAI,2012,0,0,0,0,0,0,0,2,0,4,0,0,6
8241,Maharashtra,OSMANABAD,2012,1,6,2,0,0,1,4,3,0,20,13,1,37
8242,Maharashtra,PARBHANI,2012,0,5,1,4,1,1,8,10,0,17,14,6,47
8243,Maharashtra,PUNE COMMR.,2012,0,2,0,1,0,0,1,5,0,4,3,1,13
8244,Maharashtra,PUNE RLY.,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8245,Maharashtra,PUNE RURAL,2012,2,9,0,0,0,0,3,14,0,27,14,0,55
8246,Maharashtra,RAIGAD,2012,0,0,0,0,0,0,0,1,0,3,0,0,4
8247,Maharashtra,RATNAGIRI,2012,0,0,0,0,0,0,0,6,0,6,0,0,12
8248,Maharashtra,SANGLI,2012,0,1,1,0,0,0,0,10,0,6,2,0,18
8249,Maharashtra,SATARA,2012,3,2,0,1,1,0,1,21,0,18,6,2,47
8250,Maharashtra,SINDHUDURG,2012,0,0,0,0,0,0,0,6,0,0,0,0,6
8251,Maharashtra,SOLAPUR COMMR.,2012,0,4,0,0,1,0,1,4,0,4,5,1,14
8252,Maharashtra,SOLAPUR RURAL,2012,1,3,0,2,0,0,2,17,0,17,6,2,42
8253,Maharashtra,THANE COMMR.,2012,0,2,0,0,0,0,0,13,0,10,2,0,25
8254,Maharashtra,THANE RURAL,2012,0,0,1,0,0,0,0,10,0,7,1,0,18
8255,Maharashtra,WARDHA,2012,0,2,0,0,0,0,1,6,0,6,3,0,15
8256,Maharashtra,WASHIM,2012,0,5,0,0,1,0,4,8,0,26,9,1,44
8257,Maharashtra,YAVATMAL,2012,0,4,3,0,2,1,1,2,0,27,8,3,40
8258,Manipur,BISHNUPUR,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8259,Manipur,CHANDEL,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8260,Manipur,CHURACHANDPUR,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8261,Manipur,CID,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8262,Manipur,IMPHAL EAST,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8263,Manipur,IMPHAL WEST,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8264,Manipur,SENAPATI,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8265,Manipur,TAMENGLONG,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8266,Manipur,THOUBAL,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8267,Manipur,UKHRUL,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8268,Meghalaya,GARO HILLS EAST,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8269,Meghalaya,GARO HILLS SOUTH,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8270,Meghalaya,GARO HILLS WEST,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8271,Meghalaya,JAINTIA HILLS,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8272,Meghalaya,KHASI HILLS EAST,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8273,Meghalaya,KHASI HILLS WEST,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8274,Meghalaya,RI-BHOI,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8275,Mizoram,AIZAWL,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8276,Mizoram,CHAMPHAI,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8277,Mizoram,KOLASIB,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8278,Mizoram,LAWNGTLAI,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8279,Mizoram,LUNGLEI,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8280,Mizoram,MAMIT,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8281,Mizoram,SAIHA,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8282,Mizoram,SERCHHIP,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8283,Nagaland,DIMAPUR,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8284,Nagaland,KIPHIRE,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8285,Nagaland,KOHIMA,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8286,Nagaland,LONGLENG,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8287,Nagaland,MOKOKCHUNG,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8288,Nagaland,MON,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8289,Nagaland,PEREN,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8290,Nagaland,PHEK,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8291,Nagaland,TUENSANG,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8292,Nagaland,WOKHA,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8293,Nagaland,ZUNHEBOTO,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8294,Odisha,ANGUL,2012,0,1,0,0,0,1,3,63,0,0,4,1,68
8295,Odisha,BALASORE,2012,0,12,1,0,0,2,16,261,0,0,29,2,292
8296,Odisha,BARAGARH,2012,0,5,0,0,0,0,16,59,0,0,21,0,80
8297,Odisha,BERHAMPUR,2012,0,1,0,0,0,0,5,31,0,0,6,0,37
8298,Odisha,BHADRAK,2012,2,4,0,0,0,1,7,122,0,0,13,1,136
8299,Odisha,BOLANGIR,2012,2,3,0,0,0,3,7,68,0,0,12,3,83
8300,Odisha,BOUDH,2012,0,0,0,0,0,1,7,23,0,0,7,1,31
8301,Odisha,CUTTACK,2012,0,3,0,0,0,4,8,140,0,0,11,4,155
8302,Odisha,DCP BBSR,2012,0,1,0,0,0,0,4,50,0,0,5,0,55
8303,Odisha,DCP CTC,2012,0,2,0,0,0,0,3,28,0,0,5,0,33
8304,Odisha,DEOGARH,2012,0,0,0,0,0,0,0,8,0,0,0,0,8
8305,Odisha,DHENKANAL,2012,2,1,3,0,0,8,9,120,0,0,15,8,143
8306,Odisha,GAJAPATI,2012,0,0,0,0,0,0,0,5,0,0,0,0,5
8307,Odisha,GANJAM,2012,2,3,3,0,1,1,17,79,0,0,25,2,106
8308,Odisha,JAGATSINGHPUR,2012,0,4,0,0,0,0,4,106,0,0,8,0,114
8309,Odisha,JAJPUR,2012,0,2,0,0,0,0,0,84,0,0,2,0,86
8310,Odisha,JHARSUGUDA,2012,1,1,0,0,0,0,0,27,0,0,2,0,29
8311,Odisha,KALAHANDI,2012,0,5,2,0,0,2,3,53,0,0,10,2,65
8312,Odisha,KANDHAMAL,2012,0,3,0,0,0,0,0,9,0,0,3,0,12
8313,Odisha,KENDRAPARA,2012,0,7,0,0,0,0,8,109,0,0,15,0,124
8314,Odisha,KEONJHAR,2012,0,0,0,0,0,1,4,42,0,0,4,1,47
8315,Odisha,KHURDA,2012,0,4,0,0,0,2,14,63,0,0,18,2,83
8316,Odisha,KORAPUT,2012,0,4,0,0,0,0,0,15,0,0,4,0,19
8317,Odisha,MALKANGIR,2012,0,0,0,0,0,0,1,7,0,0,1,0,8
8318,Odisha,MAYURBHANJ,2012,0,2,0,0,0,1,0,24,0,0,2,1,27
8319,Odisha,NAYAGARH,2012,0,3,0,0,0,0,2,51,0,0,5,0,56
8320,Odisha,NOWRANGPUR,2012,0,0,0,0,0,0,0,14,0,0,0,0,14
8321,Odisha,NUAPADA,2012,0,0,0,0,0,0,1,13,0,0,1,0,14
8322,Odisha,PURI,2012,2,4,0,0,0,3,42,167,0,0,48,3,218
8323,Odisha,RAYAGADA,2012,0,1,0,0,0,0,0,15,0,0,1,0,16
8324,Odisha,ROURKELA,2012,0,0,0,0,0,0,1,8,0,0,1,0,9
8325,Odisha,SAMBALPUR,2012,0,1,2,1,0,0,4,34,0,0,7,1,42
8326,Odisha,SONEPUR,2012,0,2,0,0,0,1,0,28,0,0,2,1,31
8327,Odisha,SRP(CUTTACK),2012,0,0,0,0,0,0,0,3,0,0,0,0,3
8328,Odisha,SRP(ROURKELA),2012,0,0,0,0,0,0,2,2,0,0,2,0,4
8329,Odisha,SUNDARGARH,2012,0,0,0,0,0,0,0,12,0,0,0,0,12
8330,Punjab,AMRITSAR RURAL,2012,1,1,0,0,0,0,0,1,0,1,2,0,4
8331,Punjab,BARNALA,2012,0,0,0,0,0,0,0,0,0,1,0,0,1
8332,Punjab,BATALA,2012,0,0,0,0,0,0,1,0,0,0,1,0,1
8333,Punjab,BHATINDA,2012,0,1,0,0,0,0,0,0,0,1,1,0,2
8334,Punjab,CP AMRITSAR,2012,0,0,0,0,0,0,0,0,0,1,0,0,1
8335,Punjab,CP JALANDHAR,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8336,Punjab,CP LUDHIANA,2012,1,0,0,0,0,0,0,0,0,3,1,0,4
8337,Punjab,FARIDKOT,2012,0,2,0,0,0,0,0,0,0,1,2,0,3
8338,Punjab,FATEHGARH SAHIB,2012,0,0,0,0,0,0,1,0,0,0,1,0,1
8339,Punjab,FAZILKA,2012,0,0,0,0,0,0,0,0,0,1,0,0,1
8340,Punjab,FEROZPUR,2012,0,1,0,0,0,0,0,0,0,2,1,0,3
8341,Punjab,G.R.P,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8342,Punjab,GURDASPUR,2012,0,0,0,0,0,0,0,0,0,2,0,0,2
