,STATE/UT,DISTRICT,Year,Murder,Assault on women,Kidnapping and Abduction,Dacoity,Robbery,Arson,Hurt,Prevention of atrocities (POA) Act,Protection of Civil Rights (PCR) Act,Other Crimes Against SCs,Violent Crimes,Property Crimes,Total Crimes
7754,Uttar pradesh,SULTANPUR,2011,3,8,2,0,0,1,7,27,0,46,20,1,94
7755,Uttar pradesh,UNNAO,2011,6,6,9,0,0,0,10,0,0,182,31,0,213
7756,Uttar pradesh,VARANASI,2011,2,0,2,0,0,0,0,75,0,0,4,0,79
7757,Uttarakhand,ALMORA,2011,0,0,0,0,0,0,0,2,0,0,0,0,2
7758,Uttarakhand,BAGESHWAR,2011,0,0,0,0,0,0,1,4,0,0,1,0,5
7759,Uttarakhand,CHAMOLI,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
7760,Uttarakhand,CHAMPAWAT,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
7761,Uttarakhand,DEHRADUN,2011,0,0,0,0,0,0,0,3,0,0,0,0,3
7762,Uttarakhand,HARIDWAR,2011,0,1,0,0,0,0,0,0,0,0,1,0,1
7763,Uttarakhand,NAINITAL,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
7764,Uttarakhand,PAURI GARHWAL,2011,0,0,0,0,0,0,1,1,0,0,1,0,2
7765,Uttarakhand,PITHORAGARH,2011,0,0,0,0,0,0,0,3,0,0,0,0,3
7766,Uttarakhand,RUDRA PRAYAG,2011,0,0,0,0,0,0,0,1,0,0,0,0,1
7767,Uttarakhand,TEHRI GARHWAL,2011,0,0,0,0,0,0,0,2,0,0,0,0,2
7768,Uttarakhand,UDHAMSINGH NAGAR,2011,3,2,1,0,0,0,2,4,0,0,8,0,12
7769,Uttarakhand,UTTARKASHI,2011,0,0,0,0,0,0,0,1,0,0,0,0,1
7770,West bengal,24 PARGANAS NORTH,2011,0,0,0,0,0,0,0,2,0,0,0,0,2
7771,West bengal,24 PARGANAS SOUTH,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
7772,West bengal,ASANSOL,2011,0,1,0,0,0,0,0,3,0,0,1,0,4
7773,West bengal,BANKURA,2011,0,0,0,0,0,0,6,6,0,0,6,0,12
7774,West bengal,BIRBHUM,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
7775,West bengal,BURDWAN,2011,0,0,0,0,0,0,0,2,0,0,0,0,2
7776,West bengal,COOCHBEHAR,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
7777,West bengal,DAKSHIN DINAJPUR,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
7778,West bengal,DARJEELING,2011,0,0,0,0,0,0,0,2,0,2,0,0,4
7779,West bengal,HOOGHLY,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
7780,West bengal,HOWRAH,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
7781,West bengal,HOWRAH CITY,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
7782,West bengal,HOWRAH G.R.P.,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
7783,West bengal,JALPAIGURI,2011,0,0,0,0,0,0,0,0,0,2,0,0,2
7784,West bengal,KHARAGPUR G.R.P.,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
7785,West bengal,KOLKATA,2011,0,0,0,0,0,0,1,6,0,5,1,0,12
7786,West bengal,MALDA,2011,0,0,0,0,0,0,0,0,0,2,0,0,2
7787,West bengal,MURSHIDABAD,2011,0,0,0,0,0,0,0,2,0,2,0,0,4
7788,West bengal,NADIA,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
7789,West bengal,PASCHIM MIDNAPUR,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
7790,West bengal,PURAB MIDNAPUR,2011,0,0,0,0,0,0,0,14,0,0,0,0,14
7791,West bengal,PURULIA,2011,0,0,0,0,0,0,0,0,0,1,0,0,1
7792,West bengal,SEALDAH G.R.P.,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
7793,West bengal,SILIGURI G.R.P.,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
7794,West bengal,UTTAR DINAJPUR,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
7795,A & n islands,ANDAMAN,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
7796,A & n islands,NICOBAR,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
7797,Chandigarh,CHANDIGARH,2011,0,0,0,0,0,0,0,1,0,0,0,0,1
7798,D & n haveli,D and N HAVELI,2011,0,0,0,0,0,0,0,0,0,1,0,0,1
7799,Daman & diu,DAMAN,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
7800,Daman & diu,DIU,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
7801,Delhi,CAW,2011,0,0,0,0,0,0,0,2,0,0,0,0,2
7802,Delhi,CENTRAL,2011,0,0,0,0,0,0,0,1,0,0,0,0,1
7803,Delhi,CRIME BRANCH,2011,0,0,0,0,0,0,0,2,0,0,0,0,2
7804,Delhi,EAST,2011,0,0,0,0,0,0,0,4,0,0,0,0,4
7805,Delhi,EOW,2011,0,0,0,0,0,0,0,2,0,0,0,0,2
7806,Delhi,GRP(RLY),2011,0,0,0,0,0,0,0,2,0,0,0,0,2
7807,Delhi,IGI AIRPORT,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
7808,Delhi,NEW DELHI,2011,0,0,0,0,0,0,0,1,0,0,0,0,1
7809,Delhi,NORTH,2011,0,0,0,0,0,0,0,2,0,0,0,0,2
7810,Delhi,NORTH-EAST,2011,0,0,0,0,0,0,0,3,0,1,0,0,4
7811,Delhi,NORTH-WEST,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
7812,Delhi,OUTER,2011,0,0,0,0,0,0,0,3,0,0,0,0,3
7813,Delhi,SOUTH,2011,0,0,0,0,0,0,0,3,0,0,0,0,3
7814,Delhi,SOUTH-EAST,2011,0,0,0,0,0,0,0,1,0,0,0,0,1
7815,Delhi,SOUTH-WEST,2011,0,0,0,0,0,0,0,1,0,3,0,0,4
7816,Delhi,STF,2011,0,0,0,0,0,0,0,2,0,0,0,0,2
7817,Delhi,WEST,2011,0,0,0,0,0,0,0,5,0,0,0,0,5
7818,Lakshadweep,LAKSHADWEEP,2011,0,0,0,0,0,0,0,0,0,0,0,0,0
7819,Puducherry,KARAIKAL,2011,0,0,0,0,0,0,0,0,2,0,0,0,2
7820,Puducherry,PUDUCHERRY,2011,0,0,0,0,0,0,0,1,13,2,0,0,16
7821,Andhra pradesh,ADILABAD,2012,1,4,0,0,0,0,12,14,0,46,17,0,77
7822,Andhra pradesh,ANANTAPUR,2012,0,5,1,0,0,0,29,20,0,43,35,0,98
7823,Andhra pradesh,CHITTOOR,2012,2,3,0,0,0,0,26,10,0,43,31,0,84
7824,Andhra pradesh,CUDDAPAH,2012,2,0,0,0,0,0,68,19,0,38,70,0,127
7825,Andhra pradesh,CYBERABAD,2012,1,3,0,0,0,0,9,95,0,43,13,0,151
7826,Andhra pradesh,EAST GODAVARI,2012,4,7,3,0,0,0,24,44,2,115,38,0,199
7827,Andhra pradesh,GUNTAKAL RLY.,2012,1,0,0,0,0,0,0,0,0,1,1,0,2
7828,Andhra pradesh,GUNTUR,2012,5,3,0,0,0,0,80,15,0,70,88,0,173
7829,Andhra pradesh,GUNTUR URBAN,2012,0,1,0,0,0,0,9,7,0,32,10,0,49
7830,Andhra pradesh,HYDERABAD CITY,2012,0,2,0,0,0,0,0,88,0,0,2,0,90
7831,Andhra pradesh,KARIMNAGAR,2012,1,2,1,0,0,1,21,80,6,132,25,1,244
7832,Andhra pradesh,KHAMMAM,2012,0,4,0,0,0,0,7,6,0,51,11,0,68
7833,Andhra pradesh,KRISHNA,2012,2,2,0,0,0,0,28,17,0,66,32,0,115
7834,Andhra pradesh,KURNOOL,2012,6,3,0,0,0,0,59,89,1,117,68,0,275
7835,Andhra pradesh,MAHABOOBNAGAR,2012,5,10,0,0,0,0,19,8,0,75,34,0,117
7836,Andhra pradesh,MEDAK,2012,2,1,0,0,0,0,2,10,0,36,5,0,51
7837,Andhra pradesh,NALGONDA,2012,3,3,0,0,0,0,19,31,0,85,25,0,141
7838,Andhra pradesh,NELLORE,2012,1,1,0,0,0,2,34,48,0,89,36,2,175
7839,Andhra pradesh,NIZAMABAD,2012,4,6,0,0,0,0,7,8,0,50,17,0,75
7840,Andhra pradesh,PRAKASHAM,2012,2,2,0,0,0,0,46,15,0,43,50,0,108
7841,Andhra pradesh,RAJAHMUNDRY,2012,0,3,0,0,0,0,11,4,0,15,14,0,33
7842,Andhra pradesh,RANGA REDDY,2012,1,4,0,0,0,0,11,13,0,14,16,0,43
7843,Andhra pradesh,SECUNDERABAD RLY.,2012,0,1,0,0,0,0,0,0,0,0,1,0,1
7844,Andhra pradesh,SRIKAKULAM,2012,2,3,0,0,0,0,26,32,0,25,31,0,88
7845,Andhra pradesh,TIRUPATHI URBAN,2012,0,0,0,0,0,1,2,9,0,24,2,1,36
7846,Andhra pradesh,VIJAYAWADA CITY,2012,1,2,4,0,0,2,10,31,0,22,17,2,72
7847,Andhra pradesh,VIJAYAWADA RLY.,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7848,Andhra pradesh,VISAKHA RURAL,2012,3,2,0,0,0,0,14,7,0,10,19,0,36
7849,Andhra pradesh,VISAKHAPATNAM,2012,2,4,0,0,0,0,9,5,0,8,15,0,28
7850,Andhra pradesh,VIZIANAGARAM,2012,1,6,0,0,0,0,13,34,0,45,20,0,99
7851,Andhra pradesh,WARANGAL,2012,2,6,0,0,0,0,9,5,0,0,17,0,22
7852,Andhra pradesh,WARANGAL URBAN,2012,0,1,0,0,0,0,2,17,0,30,3,0,50
7853,Andhra pradesh,WEST GODAVARI,2012,0,10,2,0,1,1,20,20,0,76,32,2,130
7854,Arunachal pradesh,ANJAW,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7855,Arunachal pradesh,CHANGLANG,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7856,Arunachal pradesh,DIBANG VALLEY,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7857,Arunachal pradesh,K/KUMEY,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7858,Arunachal pradesh,KAMENG EAST,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7859,Arunachal pradesh,KAMENG WEST,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7860,Arunachal pradesh,LOHIT,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7861,Arunachal pradesh,PAPUM PARE,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7862,Arunachal pradesh,RURAL,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7863,Arunachal pradesh,SIANG EAST,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7864,Arunachal pradesh,SIANG UPPER,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7865,Arunachal pradesh,SIANG WEST,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7866,Arunachal pradesh,SUBANSIRI LOWER,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7867,Arunachal pradesh,SUBANSIRI UPPER,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7868,Arunachal pradesh,TAWANG,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7869,Arunachal pradesh,TIRAP,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7870,Arunachal pradesh,UPPER DIBANG VALLEY,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7871,Assam,BAKSA,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7872,Assam,BARPETA,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7873,Assam,BIEO,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7874,Assam,BONGAIGAON,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7875,Assam,C.I.D.,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7876,Assam,CACHAR,2012,0,0,0,0,0,0,0,1,0,1,0,0,2
7877,Assam,CHIRANG,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7878,Assam,DARRANG,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7879,Assam,DHEMAJI,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7880,Assam,DHUBRI,2012,0,0,0,0,0,0,0,1,0,1,0,0,2
7881,Assam,DIBRUGARH,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7882,Assam,G.R.P.,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7883,Assam,GOALPARA,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7884,Assam,GOLAGHAT,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7885,Assam,GUWAHATI CITY,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7886,Assam,HAILAKANDI,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7887,Assam,HAMREN,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7888,Assam,JORHAT,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7889,Assam,KAMRUP,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7890,Assam,KARBI ANGLONG,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7891,Assam,KARIMGANJ,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7892,Assam,KOKRAJHAR,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7893,Assam,LAKHIMPUR,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7894,Assam,MORIGAON,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7895,Assam,N.C.HILLS,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7896,Assam,NAGAON,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7897,Assam,NALBARI,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7898,Assam,R.P.O.,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7899,Assam,SIBSAGAR,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7900,Assam,SONITPUR,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7901,Assam,TINSUKIA,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7902,Assam,UDALGURI,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7903,Bihar,ARARIA,2012,0,0,0,0,0,0,1,31,0,2,1,0,34
7904,Bihar,ARWAL,2012,0,0,0,0,0,0,0,19,0,0,0,0,19
7905,Bihar,AURANGABAD,2012,0,0,0,0,0,0,1,128,0,0,1,0,129
7906,Bihar,BAGAHA,2012,0,0,0,0,0,1,9,73,0,5,9,1,88
7907,Bihar,BANKA,2012,1,0,0,0,0,0,1,63,0,0,2,0,65
7908,Bihar,BEGUSARAI,2012,2,0,0,0,0,0,0,210,0,1,2,0,213
7909,Bihar,BETTIAH,2012,0,0,0,0,0,0,3,133,0,41,3,0,177
7910,Bihar,BHABHUA,2012,0,1,0,0,0,1,7,53,0,0,8,1,62
7911,Bihar,BHAGALPUR,2012,1,2,0,0,0,1,5,119,0,5,8,1,133
7912,Bihar,BHOJPUR,2012,1,4,0,0,0,0,12,123,0,6,17,0,146
7913,Bihar,BUXAR,2012,2,3,0,0,0,6,3,72,0,0,8,6,86
7914,Bihar,DARBHANGA,2012,1,1,0,0,0,0,11,296,0,0,13,0,309
7915,Bihar,GAYA,2012,1,0,0,0,0,0,0,227,0,0,1,0,228
7916,Bihar,GOPALGANJ,2012,0,0,0,0,0,0,0,118,0,0,0,0,118
7917,Bihar,JAMALPUR RLY.,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7918,Bihar,JAMUI,2012,0,0,0,0,0,0,0,73,0,0,0,0,73
7919,Bihar,JEHANABAD,2012,1,2,0,0,0,1,3,80,0,1,6,1,88
7920,Bihar,KATIHAR,2012,0,1,0,0,0,3,2,59,0,4,3,3,69
7921,Bihar,KATIHAR RLY.,2012,0,0,0,0,0,0,0,2,0,0,0,0,2
7922,Bihar,KHAGARIA,2012,0,0,0,0,0,1,6,127,0,1,6,1,135
7923,Bihar,KISHANGANJ,2012,0,0,0,0,0,0,0,23,0,1,0,0,24
7924,Bihar,LAKHISARAI,2012,0,0,0,0,0,0,2,110,0,0,2,0,112
7925,Bihar,MADHEPURA,2012,0,1,0,0,0,2,2,71,0,0,3,2,76
7926,Bihar,MADHUBANI,2012,0,1,0,0,0,4,18,200,0,2,19,4,225
7927,Bihar,MOTIHARI,2012,0,0,0,0,0,0,9,235,0,2,9,0,246
7928,Bihar,MUNGER,2012,0,0,0,0,0,1,1,63,0,0,1,1,65
7929,Bihar,MUZAFFARPUR,2012,1,3,0,0,0,3,14,153,0,1,18,3,175
7930,Bihar,MUZAFFARPUR RLY.,2012,0,0,0,0,0,0,0,3,0,1,0,0,4
7931,Bihar,NALANDA,2012,0,0,0,0,0,1,7,129,0,3,7,1,140
7932,Bihar,NAUGACHIA,2012,0,0,0,0,0,0,2,43,0,0,2,0,45
7933,Bihar,NAWADAH,2012,2,3,0,0,0,4,19,121,0,0,24,4,149
7934,Bihar,PATNA,2012,5,7,0,0,0,2,4,231,0,0,16,2,249
7935,Bihar,PATNA RLY.,2012,0,0,0,0,0,0,1,1,0,0,1,0,2
7936,Bihar,PURNEA,2012,1,0,0,0,0,0,4,134,0,0,5,0,139
7937,Bihar,ROHTAS,2012,1,1,0,0,0,1,1,82,0,0,3,1,86
7938,Bihar,SAHARSA,2012,1,3,0,0,0,5,8,92,0,0,12,5,109
7939,Bihar,SAMASTIPUR,2012,1,2,0,0,0,1,3,160,0,0,6,1,167
7940,Bihar,SARAN,2012,1,1,0,0,0,3,7,169,0,0,9,3,181
7941,Bihar,SHEIKHPURA,2012,2,2,0,0,0,1,12,69,0,0,16,1,86
7942,Bihar,SHEOHAR,2012,1,0,0,0,0,0,0,9,0,5,1,0,15
7943,Bihar,SITAMARHI,2012,0,0,0,0,0,0,1,54,0,0,1,0,55
7944,Bihar,SIWAN,2012,0,0,0,0,0,3,5,92,0,0,5,3,100
7945,Bihar,SUPAUL,2012,0,1,0,0,0,1,2,46,0,0,3,1,50
7946,Bihar,VAISHALI,2012,1,0,0,0,0,1,5,140,0,0,6,1,147
7947,Chhattisgarh,BALOD,2012,0,2,0,0,0,0,0,0,0,3,2,0,5
7948,Chhattisgarh,BALODA BAZAR,2012,0,5,0,0,0,1,7,0,0,11,12,1,24
7949,Chhattisgarh,BALRAMPUR,2012,0,0,0,0,0,0,2,0,0,2,2,0,4
7950,Chhattisgarh,BEMETARA,2012,0,0,0,0,0,0,0,0,0,3,0,0,3
7951,Chhattisgarh,BILASPUR,2012,1,1,0,0,0,0,2,0,0,8,4,0,12
7952,Chhattisgarh,BIZAPUR,2012,0,0,0,0,0,0,0,0,0,1,0,0,1
7953,Chhattisgarh,DANTEWARA,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7954,Chhattisgarh,DHAMTARI,2012,0,0,0,0,0,0,0,0,0,2,0,0,2
7955,Chhattisgarh,DURG,2012,0,6,0,0,0,0,2,0,0,6,8,0,14
7956,Chhattisgarh,GARIYABAND,2012,0,3,0,0,0,0,1,0,0,3,4,0,7
7957,Chhattisgarh,GRP RAIPUR,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7958,Chhattisgarh,JAGDALPUR,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7959,Chhattisgarh,JANJGIR,2012,1,3,0,0,0,0,33,0,0,16,37,0,53
7960,Chhattisgarh,JASHPUR,2012,0,1,1,0,0,0,3,0,0,3,5,0,8
7961,Chhattisgarh,KABIRDHAM,2012,0,3,1,0,0,0,2,0,0,3,6,0,9
7962,Chhattisgarh,KANKER,2012,1,1,0,0,0,0,2,0,0,1,4,0,5
7963,Chhattisgarh,KONDAGAON,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7964,Chhattisgarh,KORBA,2012,0,6,0,0,0,0,11,0,0,10,17,0,27
7965,Chhattisgarh,KORIYA,2012,0,1,0,0,0,0,5,0,0,2,6,0,8
7966,Chhattisgarh,MAHASAMUND,2012,0,1,0,0,0,1,0,0,0,4,1,1,6
7967,Chhattisgarh,MUNGELI,2012,0,1,1,0,0,0,0,0,0,2,2,0,4
7968,Chhattisgarh,NARAYANPUR,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7969,Chhattisgarh,RAIGARH,2012,1,7,0,0,0,0,8,0,0,9,16,0,25
7970,Chhattisgarh,RAIPUR,2012,0,14,0,0,0,0,0,0,0,8,14,0,22
7971,Chhattisgarh,RAJNANDGAON,2012,1,5,0,0,0,0,0,0,0,3,6,0,9
7972,Chhattisgarh,SARGUJA,2012,0,1,0,0,0,0,1,0,0,4,2,0,6
7973,Chhattisgarh,SUKMA,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7974,Chhattisgarh,SURAJPUR,2012,1,2,0,0,0,0,2,0,0,3,5,0,8
7975,Goa,NORTH GOA,2012,0,0,0,0,0,0,0,3,0,4,0,0,7
7976,Goa,SOUTH GOA,2012,0,0,0,0,0,0,0,1,1,1,0,0,3
7977,Gujarat,AHMEDABAD COMMR.,2012,1,4,7,1,2,0,10,25,0,17,22,3,67
7978,Gujarat,AHMEDABAD RURAL,2012,3,3,0,0,2,0,15,38,0,6,21,2,67
7979,Gujarat,AHWA-DANG,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7980,Gujarat,AMRELI,2012,0,1,0,0,0,0,7,1,0,33,8,0,42
7981,Gujarat,ANAND,2012,0,1,2,0,0,0,2,17,0,7,5,0,29
7982,Gujarat,BHARUCH,2012,0,2,2,0,0,0,1,6,0,1,5,0,12
7983,Gujarat,BHAVNAGAR,2012,1,1,1,0,0,0,7,9,0,35,10,0,54
7984,Gujarat,CID CRIME,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
7985,Gujarat,DAHOD,2012,0,1,0,0,0,0,0,0,0,0,1,0,1
7986,Gujarat,GANDHINAGAR,2012,0,3,0,0,0,0,28,0,0,9,31,0,40
7987,Gujarat,HIMATNAGAR,2012,0,1,3,0,0,0,27,0,0,5,31,0,36
7988,Gujarat,JAMNAGAR,2012,1,3,1,0,2,0,10,3,0,25,15,2,45
7989,Gujarat,JUNAGADH,2012,3,4,1,0,0,0,17,7,0,41,25,0,73
7990,Gujarat,KHEDA NORTH,2012,0,1,4,1,0,0,3,22,0,4,8,1,35
7991,Gujarat,KUTCH (EAST(G)),2012,0,3,1,0,0,0,5,4,0,37,9,0,50
7992,Gujarat,KUTCH (WEST-BHUJ),2012,0,0,0,1,1,0,6,6,0,0,6,2,14
7993,Gujarat,MEHSANA,2012,0,2,0,0,0,1,2,0,0,62,4,1,67
7994,Gujarat,NARMADA,2012,0,0,0,0,0,0,0,0,0,1,0,0,1
7995,Gujarat,NAVSARI,2012,0,0,0,0,0,0,0,0,0,1,0,0,1
7996,Gujarat,PALANPUR,2012,1,3,1,0,3,2,15,28,0,12,20,5,65
7997,Gujarat,PANCHMAHAL,2012,2,2,0,0,0,0,8,0,2,7,12,0,21
7998,Gujarat,PATAN,2012,0,2,0,0,0,0,14,0,0,55,16,0,71
7999,Gujarat,PORBANDAR,2012,0,1,0,0,0,0,5,1,0,0,6,0,7
8000,Gujarat,RAJKOT COMMR.,2012,5,2,3,1,0,0,8,1,0,8,18,1,28
8001,Gujarat,RAJKOT RURAL,2012,0,3,0,0,1,0,22,0,0,9,25,1,35
8002,Gujarat,SURAT COMMR.,2012,0,0,0,0,0,0,0,9,0,0,0,0,9
8003,Gujarat,SURAT RURAL,2012,0,0,0,0,0,0,0,0,0,6,0,0,6
8004,Gujarat,SURENDRANAGAR,2012,5,1,1,0,4,0,15,12,0,48,22,4,86
8005,Gujarat,TAPI,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8006,Gujarat,VADODARA COMMR.,2012,0,1,2,0,0,0,7,8,0,7,10,0,25
8007,Gujarat,VADODARA RURAL,2012,1,0,3,1,1,0,1,18,0,8,5,2,33
8008,Gujarat,VALSAD,2012,0,0,0,0,0,0,0,0,0,5,0,0,5
8009,Gujarat,W.RLY AHMEDABAD,2012,0,0,0,0,0,0,1,1,0,0,1,0,2
8010,Gujarat,W.RLY VADODARA,2012,0,0,0,0,0,0,0,1,0,0,0,0,1
8011,Haryana,AMBALA RURAL,2012,0,0,0,0,0,0,0,0,0,1,0,0,1
8012,Haryana,AMBALA URBAN,2012,0,0,0,0,0,0,1,0,0,4,1,0,5
8013,Haryana,BHIWANI,2012,1,7,4,0,0,1,0,0,0,14,12,1,27
8014,Haryana,FARIDABAD,2012,1,1,0,0,0,0,1,1,0,4,3,0,8
8015,Haryana,FATEHABAD,2012,0,1,2,0,0,1,0,0,0,9,3,1,13
8016,Haryana,GRP,2012,5,0,1,0,2,0,0,0,0,0,6,2,8
8017,Haryana,GURGAON,2012,1,5,4,0,0,0,0,0,0,4,10,0,14
8018,Haryana,HISSAR,2012,1,7,3,0,0,0,2,10,0,2,13,0,25
8019,Haryana,JHAJJAR,2012,0,2,0,0,0,1,0,0,0,3,2,1,6
8020,Haryana,JIND,2012,3,4,0,0,0,0,0,0,0,2,7,0,9
8021,Haryana,KAITHAL,2012,0,2,6,0,0,0,0,0,0,2,8,0,10
8022,Haryana,KARNAL,2012,1,10,0,0,0,0,4,1,0,11,15,0,27
8023,Haryana,KURUKSHETRA,2012,0,4,0,0,0,0,0,0,0,1,4,0,5
8024,Haryana,MAHENDRAGARH,2012,0,5,2,0,0,0,2,0,0,9,9,0,18
8025,Haryana,MEWAT,2012,0,1,0,0,0,0,0,1,0,0,1,0,2
8026,Haryana,PALWAL,2012,2,2,0,0,0,0,0,0,0,11,4,0,15
8027,Haryana,PANCHKULA,2012,1,1,0,0,0,0,0,0,0,0,2,0,2
8028,Haryana,PANIPAT,2012,2,2,0,0,0,0,2,0,0,1,6,0,7
8029,Haryana,REWARI,2012,0,2,0,0,1,0,0,0,0,4,2,1,7
8030,Haryana,ROHTAK,2012,1,3,1,0,0,0,1,1,0,8,6,0,15
8031,Haryana,SIRSA,2012,0,3,2,0,0,0,0,1,0,6,5,0,12
8032,Haryana,SONIPAT,2012,0,3,0,0,0,1,0,0,0,1,3,1,5
8033,Haryana,YAMUNANAGAR,2012,0,2,2,0,0,0,2,0,0,5,6,0,11
8034,Himachal pradesh,BADDIPOLICEDIST,2012,0,0,0,0,0,0,0,3,0,0,0,0,3
8035,Himachal pradesh,BILASPUR,2012,0,1,0,0,0,0,0,3,0,0,1,0,4
8036,Himachal pradesh,CHAMBA,2012,0,0,0,0,0,0,0,2,0,0,0,0,2
8037,Himachal pradesh,CID,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8038,Himachal pradesh,G.R.P.,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8039,Himachal pradesh,HAMIRPUR,2012,0,1,0,0,0,0,0,9,0,0,1,0,10
8040,Himachal pradesh,KANGRA,2012,0,1,0,0,0,0,0,18,0,0,1,0,19
8041,Himachal pradesh,KINNAUR,2012,0,0,0,0,0,0,0,0,3,0,0,0,3
8042,Himachal pradesh,KULLU,2012,0,0,0,0,0,0,0,5,0,6,0,0,11
8043,Himachal pradesh,LAHAUL-SPITI,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
8044,Himachal pradesh,MANDI,2012,0,1,0,0,0,0,0,20,0,20,1,0,41
8045,Himachal pradesh,SHIMLA,2012,0,1,0,0,0,0,0,11,0,0,1,0,12
8046,Himachal pradesh,SIRMAUR,2012,0,6,0,0,0,0,0,3,0,1,6,0,10
8047,Himachal pradesh,SOLAN,2012,0,2,0,0,0,0,0,0,0,3,2,0,5
8048,Himachal pradesh,UNA,2012,0,0,0,0,0,0,0,9,0,0,0,0,9
